x,i,j,k,y
77.93732856,1,0,0,154.4822739
100.1110248,0,1,2,511.8889458
48.11824734,0,1,0,201.3890888
24.55703269,0,0,0,30.60933991
-1.259266727,1,0,1,-109.0527407
55.18929301,1,1,2,377.1635414
46.25156843,0,1,1,252.0218484
30.90132978,1,1,1,563.2374565
38.30242335,1,1,2,194.2327816
5.324884795,0,0,1,-69.31014358
63.54279702,1,0,2,228.8166969
34.82409075,0,0,1,433.7335446
62.1843101,0,1,3,479.1794145
4.07521992,1,0,0,-17.0380545
75.57971168,0,0,1,310.5118309
-3.016492239,0,0,2,125.6302161
-7.994310517,0,1,2,27.90641453
57.19487609,0,0,0,268.0648045
29.2356746,0,1,2,157.6953896
46.73967191,1,0,3,195.18058
21.57616281,0,0,1,109.4077639
23.0349436,1,0,1,78.82880076
-49.02360796,0,1,2,-136.4955342
48.60157406,0,0,2,209.283425
-1.368050484,1,0,0,125.7874972
-24.68646175,1,1,2,-6.628858357
51.56449235,0,0,3,283.1323387
-12.55700354,0,1,2,-50.5952528
5.476129481,1,0,2,-71.02774557
123.6454871,1,0,2,654.9742957
131.4030891,0,1,2,578.4738652
73.14283046,1,0,2,311.3795304
58.09292512,0,0,2,186.1186299
21.42458111,0,1,1,70.08093261
25.37152855,1,0,3,224.0728123
19.45494544,1,0,0,240.6434629
92.30974158,1,0,2,321.025589
-20.36752056,1,0,0,-76.50655281
-25.83276438,0,0,0,-227.2110315
-28.81787961,0,1,1,246.2467528
30.9606373,1,0,2,183.9638481
41.35224828,0,1,0,330.6371451
-7.221252339,1,1,1,16.61257074
-4.957829527,1,1,1,184.9001455
125.644043,1,0,1,838.7046313
85.9934612,1,1,1,454.176215
43.11947265,1,1,3,346.1806922
32.51690153,1,0,1,40.71921017
-49.66713196,0,1,1,-389.0033384
-13.66120457,1,0,0,-13.57897143
-6.379630325,0,1,1,33.77574379
84.01715249,1,0,1,583.1022237
112.3527008,1,0,1,572.4515065
54.71660964,1,0,2,370.0870351
145.5687192,1,0,2,711.7117964
31.51110558,0,1,2,279.0561035
-25.8521466,0,1,1,-197.3872742
47.3796979,1,0,1,297.2575717
82.39213914,0,1,2,532.5779938
72.02206334,0,1,3,402.5676588
1.594524919,1,0,1,166.1236086
75.14157344,0,0,1,206.615291
-3.60456395,0,0,1,-23.67458373
91.8057861,1,0,2,404.4405297
83.64822803,1,0,1,422.9836296
96.64681869,1,1,1,492.2875159
12.26167683,0,1,1,211.5456206
-7.638573804,1,1,0,78.53579801
-10.92004233,0,0,2,-148.405663
122.5299766,0,1,2,550.4677714
124.1251876,1,1,2,707.6620422
22.45119093,1,0,2,129.1052639
107.687497,0,0,1,539.4069101
-42.59371064,1,1,0,50.95788014
70.44541909,1,1,2,482.1487688
39.42297947,1,0,1,305.3619339
57.27588647,0,0,3,448.4728066
8.755868163,1,1,2,154.9602443
86.95498103,1,0,1,475.0358889
17.16150671,0,1,1,160.7735898
4.22843706,0,1,1,231.3732746
5.356984984,0,1,1,-111.985964
63.11886647,0,0,0,201.2312741
76.94233641,0,0,1,376.6102104
92.53194257,0,0,2,371.7144735
60.29595613,0,1,1,388.4457397
25.06744886,1,0,2,272.2932819
79.85830092,1,1,1,606.3845175
47.96829366,1,1,2,330.4561072
132.0894893,0,0,2,304.5277415
25.67899344,0,1,2,190.746251
29.53130155,0,0,3,-110.50344
64.17312715,1,1,1,295.6622272
18.89997515,0,1,2,264.3524689
29.17976351,0,0,1,112.9392438
-15.28655792,0,1,1,95.47889375
15.76115419,1,1,1,205.0348053
5.868498672,0,1,2,213.5153798
20.23276034,0,1,3,180.0279692
-20.14607955,1,1,2,-12.86231061
66.93500555,0,0,0,489.8929959
76.19638624,1,0,0,379.8707413
55.75393624,1,0,3,285.6847433
25.07450679,0,0,0,219.6385433
-13.76627091,1,1,1,71.21072197
86.72304085,1,0,2,416.0939821
116.7260623,0,0,1,499.1979909
-21.00523643,0,0,1,-240.9269846
67.58807284,0,1,0,394.7994175
22.82178513,1,1,1,206.9757353
21.80147405,1,0,2,181.6960788
42.85319528,1,0,2,388.0171156
72.58692083,0,1,1,301.5254386
78.45305597,1,0,0,199.0893258
-15.39600479,0,0,3,57.49657602
9.841121098,0,0,2,142.8217162
84.66300139,1,0,1,277.3469946
72.06876205,0,0,2,289.4738127
-6.859986856,1,1,2,27.4869292
32.81697236,0,0,2,-17.73357552
20.90622726,0,0,2,21.84574151
55.8828805,0,0,1,375.1026975
-0.576486541,1,1,0,201.4116026
-1.823760264,0,1,1,7.888829021
-12.14293086,1,0,2,-17.49142667
122.5791031,1,1,1,690.5510991
-9.046747083,1,1,1,134.9873843
19.93649069,0,1,2,240.8810949
59.61625054,1,1,2,451.7470433
68.77895901,1,1,3,375.2024335
1.833460656,0,0,2,-17.60132883
85.33353341,1,1,3,315.3506866
-1.285858927,0,1,2,119.5853119
41.31916036,1,0,2,208.5822082
161.9250762,1,1,1,937.9994884
62.4841953,0,0,2,211.2970435
26.54261866,0,1,1,180.9193462
57.83728723,0,0,1,245.1601458
16.77771601,1,0,2,118.2199842
56.86306383,1,0,1,500.5503879
18.98524516,1,1,2,306.0624637
29.14850333,1,0,2,328.7796551
35.65808498,1,0,1,187.7266829
62.14211587,0,1,1,205.6411009
66.44743653,1,0,2,374.1827215
128.7550906,0,1,3,705.175597
-0.736743206,0,0,2,-31.88797779
-15.25110071,1,0,1,-114.4099553
50.42586509,0,1,1,66.60469199
43.60489914,1,1,1,350.4964867
60.90912158,0,1,2,340.3931719
51.04732695,0,1,2,94.49491555
83.61827148,1,1,1,554.5673821
50.30593723,1,0,3,301.2917895
116.9959326,1,1,1,607.476262
57.02716238,0,0,1,214.2357817
11.07005778,0,1,2,17.13131567
14.79192864,1,1,0,96.46962375
96.293052,0,1,2,274.5388663
121.8222888,0,1,2,708.5743024
11.68936306,0,1,3,219.6004077
51.46309056,1,1,1,258.127843
78.3808402,1,0,3,353.8299049
65.85576137,0,0,3,180.0236831
82.36416808,1,1,2,416.2246801
73.13770302,0,1,1,408.5906551
11.4290479,0,1,2,-16.6473509
-0.378926442,1,1,2,181.4739551
11.53076531,0,1,1,148.6153016
67.89799192,0,0,1,208.4958493
-18.51295705,1,0,2,28.35379547
68.50278319,1,0,1,372.9865065
34.66707854,1,1,0,392.648448
31.89746354,0,1,2,241.4439645
52.09842564,1,0,2,258.1882878
100.1667425,1,0,2,276.5409115
89.79244442,0,1,1,371.4340235
56.93202715,0,0,2,288.7766225
98.85415441,1,0,3,274.1352492
4.725246049,1,0,2,112.2520263
32.43616136,1,1,0,315.1756995
-22.45971086,0,1,2,-71.28948601
36.77412633,1,1,2,249.9333675
44.71039415,0,0,2,325.5049972
95.76158163,0,1,2,602.0526781
12.51761939,0,1,1,-0.937426209
-23.45530689,1,1,2,-41.97078984
103.3436487,1,1,3,688.2645825
60.36510109,0,1,3,421.3237536
95.19042598,0,0,2,386.4443686
30.9853792,0,0,0,-20.9502342
89.19068693,0,0,0,309.6729844
-18.68817171,1,1,1,-55.92024487
104.1807915,1,0,1,541.7101622
130.0981852,0,1,1,776.0460216
14.7672922,1,0,2,202.918525
33.83959351,0,0,3,141.1022631
47.48377346,0,0,0,244.3710949
53.29215241,1,0,2,219.3450239
8.824615893,1,1,3,137.6324217
73.51735124,1,1,1,443.085656
16.16593707,0,1,1,131.6651182
35.28072014,1,0,1,51.07217616
24.48243586,1,1,0,123.9041659
-5.301676225,0,1,3,-8.998940524
-40.69983594,1,0,0,-217.0727356
49.75646491,1,1,0,253.1787362
-19.84133225,1,0,1,-14.79502936
-46.39653369,1,0,2,-90.93158952
137.2910977,1,0,2,585.3776928
40.26527783,1,1,1,320.4923064
-6.475712677,0,1,1,126.2993062
9.763370399,1,1,2,267.0114778
17.88170478,0,1,1,366.1945174
69.81793238,1,0,2,377.4863624
-29.49098369,1,1,1,-32.51801608
-14.95122003,1,0,1,-187.7114443
48.34488473,1,1,3,365.266444
95.30262401,1,0,2,460.0290131
-26.90356154,1,0,1,-103.6774938
105.9800695,0,0,2,484.2729915
84.00366544,1,1,2,364.6918929
53.31150819,1,1,1,498.1738687
77.22277031,1,1,3,625.032414
-23.09730991,0,1,2,-98.04599867
69.58921709,1,1,1,364.6453342
88.6164313,0,0,1,285.0935713
-61.75617961,0,1,1,-144.4985383
-7.699471577,0,1,2,-64.36110719
44.42482099,0,1,2,289.5045726
70.72725989,0,1,1,384.6436925
-13.0747661,0,0,2,-16.60884811
71.8649504,1,0,1,359.934094
19.68807371,1,0,3,176.1250544
33.52230731,0,1,3,232.6454283
-9.531709787,0,1,1,27.05439519
75.14314478,0,0,2,112.9167419
56.11551926,1,0,1,137.1433061
44.98712325,0,0,1,97.12520194
-4.208955671,0,0,2,-87.48877772
44.32089461,1,0,2,232.9861088
20.19135464,0,1,2,44.60063448
84.60837085,0,0,2,342.5546025
146.1360085,0,0,2,696.2724356
32.58887952,0,1,1,288.0043263
18.10232936,1,0,0,258.4024549
103.388264,1,1,2,566.1392691
81.42183264,0,0,0,491.9648212
123.2296403,0,1,3,527.0174108
-0.014387358,1,1,1,135.2851483
73.68518691,1,1,2,443.6318964
86.05270404,0,0,2,377.1091958
73.2550525,1,0,0,396.9176573
-27.99363566,0,1,3,-167.5532351
5.587781593,1,0,1,-45.90214139
34.63326734,0,0,0,79.14028014
64.10473159,1,0,2,289.5278042
20.86293404,0,0,3,349.9445516
72.21634548,0,0,2,217.50715
-18.5989989,0,0,1,-148.1607506
79.60969293,0,0,2,283.2056866
9.983480576,0,0,1,167.8195361
70.47531888,1,0,3,292.6507148
9.936451151,0,1,0,209.4518915
21.77120083,1,0,1,195.8786792
-11.66567648,1,0,3,94.39925148
21.93837447,1,0,3,-13.95977265
36.64944598,0,1,1,206.2131011
57.7351414,0,1,1,267.7882361
0.358010337,1,1,1,7.311020194
-2.416707017,0,0,1,-141.7922459
82.31256114,1,1,2,460.465784
-20.14749122,1,1,1,53.68284314
-36.51398609,0,0,1,-231.3704107
24.33352521,0,0,2,50.29245045
72.43938396,1,0,2,506.6293997
80.12666185,0,1,2,553.1144701
104.1872036,1,1,2,501.4633183
117.0728438,0,0,1,444.2708192
-2.850286325,0,1,2,121.9547097
86.90469364,1,0,0,546.066785
28.84045781,1,0,2,193.3151389
54.15657313,0,1,0,163.6295026
2.810651825,1,1,0,240.8406579
67.92418448,1,1,0,464.1380848
-10.27295325,0,1,1,195.0217215
28.36514339,1,1,2,202.1044759
72.88280712,1,0,1,312.6306631
-35.60920495,1,0,1,-111.8551926
-11.15082425,1,0,1,-93.09204024
55.08134444,0,0,1,289.6386781
13.23868852,1,1,1,183.0251817
98.67551189,0,0,1,559.544289
24.45053397,0,1,0,158.6909164
14.94604218,1,0,2,213.4171233
3.846236383,1,1,2,122.7075255
10.36863551,0,1,2,0.886582012
9.390135982,1,0,2,84.10912248
38.8228701,1,1,2,129.5921288
-63.57217558,1,1,1,-46.49792085
-1.970478185,0,0,1,-35.36259624
55.083329,0,0,1,400.6714856
-42.45267052,0,1,2,-131.2314585
64.82081414,0,1,2,160.1330121
75.77480401,0,1,2,397.7124976
87.21080504,1,1,1,324.977414
-16.32486636,0,0,1,114.06323
54.75587446,0,1,1,284.2384518
21.61639634,1,1,2,35.67603945
87.73727403,1,1,2,519.6824289
95.77810859,1,1,0,510.5453151
63.09883358,1,1,0,444.6525848
-39.29167812,1,1,1,-171.6954287
91.17258574,1,0,1,446.3708146
31.52846519,0,0,2,224.4818142
25.2782408,1,1,2,163.1660442
51.6563073,1,0,1,273.0997663
81.76772109,1,1,3,430.5833188
115.6709723,1,1,2,527.8582609
67.04435831,1,1,3,252.4392372
92.44611406,1,1,2,404.8024087
76.55059225,1,0,1,315.5164088
103.0606717,1,0,3,503.555414
2.481168229,1,0,1,286.2782156
68.0360415,1,0,2,294.8297939
6.016120443,1,1,3,145.3518487
7.016624936,0,0,1,165.9966079
76.05252328,0,1,1,498.4485614
58.99331453,0,1,1,390.89811
37.41833306,1,0,1,34.02679978
47.98284414,0,0,0,427.7692635
51.20138645,1,0,3,357.1396906
42.82260141,1,1,2,238.64458
53.23511446,0,0,2,81.08844073
69.38643913,0,0,2,339.7688463
2.994100585,1,0,2,-18.46109583
32.44769741,1,0,0,268.1391069
23.94044657,1,1,2,310.2033915
111.3037388,1,0,0,344.2279532
29.04953512,1,0,1,150.3614593
37.66594397,0,0,1,189.8442172
31.47030938,1,0,1,373.0874967
60.74521738,1,1,0,399.4591566
65.58784438,1,0,1,124.9341576
82.79417219,0,0,1,410.8356679
68.40446261,1,1,2,326.632301
35.09004087,1,0,1,149.9465429
36.06365964,0,1,3,301.786733
98.07651825,1,1,2,565.9881441
42.81129842,0,1,2,268.0836753
104.8004499,1,1,3,692.1620822
61.10738849,1,0,0,233.1727623
17.92356882,1,1,2,45.45377439
-11.38667081,0,0,1,-22.24986832
29.22088847,0,1,2,113.6493495
23.92414532,1,1,0,86.96769778
30.86339329,0,0,2,288.4454289
-15.95419406,0,0,1,95.31557186
40.38930952,0,1,0,154.0000765
39.38750045,0,0,1,80.61742903
2.420018059,0,1,1,-163.5789313
45.59213357,0,1,0,298.7200689
87.52175114,1,0,0,454.6287597
50.83538799,0,0,2,250.2479153
29.85837605,1,0,2,150.3438515
-13.15708897,0,1,0,21.99289761
32.77964398,0,0,0,166.9243791
85.6253579,0,0,0,435.9347337
51.67219,1,0,0,251.6073206
98.65369392,1,0,2,547.7801371
127.3035688,0,1,1,633.6020156
20.34490064,1,0,2,212.7658272
15.10013028,0,1,2,91.74517713
95.82745885,1,1,2,515.4851695
16.46826243,0,0,1,-3.917928524
65.00277811,1,1,0,323.1765591
102.0596685,0,1,2,576.2277857
61.19597289,0,0,2,214.803287
-16.07035427,0,1,1,86.93573674
89.95335457,1,1,2,520.0959074
81.16509252,1,0,1,313.9399885
-37.66961863,0,0,2,-206.367895
15.50565078,1,1,1,125.6743393
110.8282373,1,0,0,477.3962804
81.13597555,0,1,2,257.2721625
46.29652474,1,1,1,438.7145028
30.19717607,1,0,2,134.1724832
47.01153625,1,0,1,150.2061784
6.421761297,0,0,2,151.9274879
-15.69509162,1,0,1,67.12185694
-3.133393726,0,0,2,122.305768
74.44352624,0,0,0,330.410257
120.8321601,1,1,3,658.891412
19.98751457,0,1,1,78.06271017
-6.372022546,1,0,1,123.5097731
126.6506064,0,0,1,616.0191227
102.5242743,1,0,3,367.2070831
22.57208192,1,0,2,290.2254977
44.43382819,1,1,3,371.5647633
118.9531741,1,1,2,764.3631512
-24.20445524,0,0,0,8.585110632
-5.552633666,0,1,3,6.934389373
8.291067455,0,1,3,266.2103268
78.71487568,0,0,2,315.7138651
76.05633377,1,0,0,248.9924373
70.03798607,1,0,1,259.1997654
28.10260362,0,0,2,35.19104082
17.76716196,0,1,2,190.2035033
86.42973887,0,1,2,495.9422266
-21.15406509,0,1,2,-165.0602663
-19.88599959,0,1,1,-83.79993373
40.34212577,1,0,1,230.2501297
25.28828262,1,0,1,26.30601386
68.85219642,1,1,1,473.5602594
113.3251738,0,1,1,677.4523307
-0.175185096,1,1,2,-29.81321308
-17.32517703,0,1,2,20.93168239
-39.72597355,1,0,2,-179.3210984
105.9966204,1,1,1,567.253527
65.299272,0,1,2,248.9525859
-14.74152213,1,0,2,46.85243778
27.44914033,0,0,1,180.2924716
51.9790149,0,1,2,308.231467
41.78453602,1,1,2,326.6291453
89.36545295,0,0,1,432.7997281
14.54120272,0,1,2,202.3008018
94.16822284,1,1,1,450.4162667
3.178277364,1,0,0,-6.523664103
67.12765246,1,1,0,450.9063849
39.13548247,1,1,3,331.1647296
43.35066368,1,0,1,166.5771643
45.72221573,0,1,2,358.362497
-11.16842079,0,1,2,-48.55183573
84.81990572,0,1,0,468.3051251
-13.90628108,1,1,1,64.69723938
44.41628427,1,1,2,351.3382799
86.77939284,1,1,3,474.1282296
51.77264855,0,1,1,377.1251693
93.70408493,0,0,0,380.3897383
69.07783837,1,1,2,490.351931
-38.32331599,0,1,1,1.225129818
79.8589002,0,1,0,447.9143301
75.27840589,1,1,1,530.8604587
90.23877233,1,0,1,388.8914096
39.40608858,0,1,1,422.2362716
-27.2063036,1,0,2,49.6076116
62.71157547,0,0,1,211.7159504
24.10719155,0,0,2,118.6660233
35.49202081,1,0,3,82.26583412
-27.56032829,1,0,0,41.29795
-4.246564807,1,1,2,220.7986969
-0.569403955,1,0,0,219.1748836
91.41300899,1,1,2,484.8356332
11.53485636,1,1,1,251.7438795
52.24467123,0,1,1,156.6662751
47.092225,1,1,1,227.8764033
15.73163971,0,0,2,57.77954279
115.0703132,0,1,0,682.5733112
53.05704832,0,0,1,249.3116694
-5.098722512,1,0,1,-33.20555838
142.8232101,0,1,2,686.870744
75.28769939,1,1,3,511.3637216
44.09249443,0,0,2,14.98535116
29.76933604,1,1,1,145.0360979
63.42871733,1,0,2,194.2819612
-12.8133384,1,1,2,87.43033248
-38.34379602,1,1,1,-170.8873701
-36.53150511,0,1,2,-18.9281777
53.59708861,0,1,3,188.7690783
-7.179892885,0,0,2,-6.485055487
79.42124046,0,1,2,316.4608562
61.92498723,1,1,2,333.5889627
66.80837053,0,1,1,328.1357148
29.89068955,1,1,1,356.0209479
10.51944922,1,1,1,194.2924759
60.36940421,0,0,0,293.5040608
60.84491667,1,0,2,253.465856
6.056186923,0,0,1,147.4685859
-2.605709225,0,0,1,119.9915174
111.2323369,1,0,2,494.3111766
29.43627149,1,1,1,268.5719389
20.35249389,0,0,2,265.3478883
32.74499953,0,0,2,167.9129187
53.96423362,1,1,1,343.428745
41.03408904,1,1,2,273.4331768
-14.08078114,1,1,1,30.69846486
38.71392835,0,0,1,200.2547608
-3.942471013,0,0,1,-81.36641256
20.19557598,0,0,3,45.08982098
59.26508862,0,0,2,238.5180589
79.59335575,1,1,0,232.9316509
46.90557846,1,1,2,381.8308391
-0.184161195,1,0,2,50.14315671
78.88373567,1,1,2,416.4509927
42.52127986,1,0,3,77.43756564
153.3856994,1,0,3,709.1844539
61.62454655,1,0,2,280.2716065
107.2940948,1,1,1,498.8037316
93.91736088,0,1,3,413.4417927
131.2893733,0,0,0,678.1048541
54.4850125,1,0,1,211.344743
81.43039667,0,1,3,519.0457037
90.82077379,1,0,0,373.8965331
36.53984822,0,1,2,276.3567186
-4.549187872,0,0,0,60.94197046
47.05420976,0,0,1,215.9400225
19.75302117,0,1,1,12.25269346
46.5845388,1,1,1,404.7998038
47.48835491,0,1,3,187.7513105
-10.55621331,1,0,2,117.2875627
44.72491783,0,1,2,282.5512679
-4.155287291,1,1,0,207.5377166
81.65750226,1,1,1,458.6681628
30.97454563,1,0,3,174.5074325
121.5929883,0,0,2,537.0985046
12.34997337,1,1,0,92.18758447
48.12549856,0,0,1,241.1603424
125.4296855,0,1,1,567.171027
41.50153588,0,1,1,345.9935759
121.6345278,0,1,1,554.5085149
102.4621205,1,0,0,539.7996808
107.615987,0,1,2,501.70982
77.45787667,1,0,1,219.153623
47.19079265,0,1,1,439.344852
70.28207244,1,0,3,379.1276679
111.1969069,1,0,1,478.0669532
32.6747361,0,1,1,141.9027058
-4.228850951,0,1,2,147.8736972
10.93998247,1,0,2,222.621469
23.89726791,1,0,2,138.5317721
-33.2530259,0,1,2,-15.92941188
30.85466813,0,1,0,312.4930726
84.25081417,0,0,2,312.4736066
43.05809007,0,0,1,188.1669472
55.35559573,0,1,2,142.1356687
115.831379,0,1,0,649.0251118
23.32759631,0,1,3,50.47338964
55.77044477,1,1,3,242.8294945
48.76515557,0,0,1,287.328193
72.56472664,0,0,1,404.5057351
16.58717986,0,1,1,105.9206208
7.602973118,1,1,3,1.874404719
70.66747887,0,1,0,382.6366888
106.036783,0,1,2,681.4274254
-1.76221535,0,1,2,141.217281
5.434456116,1,0,1,11.85579223
102.5227828,1,0,2,300.8644628
115.3186341,0,1,1,578.8123072
-12.02650729,0,1,1,-32.78602838
73.77332222,0,1,2,270.4936407
35.81433499,0,0,1,273.053667
82.69654935,1,1,2,562.4773831
32.38060687,0,0,2,188.5804583
58.91448572,1,1,2,364.4673569
34.15343349,0,0,1,203.4076524
71.21135073,1,0,3,286.9569411
61.71353298,0,1,2,375.1289869
-22.60674761,1,0,2,-49.28273374
110.2805237,1,1,1,586.424971
9.632104413,1,1,1,78.56060801
-60.79000306,0,1,2,3.282450755
100.0672038,0,0,2,537.3469475
75.92726497,0,0,2,191.9004269
-2.207463953,0,1,1,103.6825901
93.93551746,0,0,2,391.8708081
85.73883567,1,0,2,373.9624101
30.75604299,0,0,1,124.0068028
45.21457328,1,1,1,154.4921498
42.0718618,0,1,1,470.9537507
74.73492502,0,0,1,555.1389954
51.76544322,0,0,0,173.0065508
25.40420176,1,0,3,182.801227
99.30142146,1,0,1,487.8660913
46.85727666,1,0,2,191.4752107
-5.258977405,0,1,0,-30.09772134
89.39496854,0,0,0,264.7534456
-46.56587907,1,0,1,-42.86158893
44.78493986,1,0,1,152.3759073
46.57660764,1,1,2,229.641594
17.25801385,1,1,2,152.7482795
44.72463402,0,0,1,288.6237693
120.5375184,0,0,1,637.7335439
25.85416671,1,0,1,227.6086513
4.872775654,1,0,2,274.3923929
15.31576756,0,0,1,-136.6181337
2.240977239,0,0,0,37.52413372
108.5509304,1,0,3,396.7023572
28.75423787,0,1,2,178.9035206
55.15872262,0,1,2,408.8044518
86.69500892,0,1,2,269.1676777
103.3014651,0,1,3,336.5731787
43.5803327,1,0,2,125.4664381
1.007081926,1,0,2,50.62897598
104.3254886,1,1,1,641.026578
66.55541583,1,1,1,444.9516634
61.98240621,0,0,2,135.5387605
20.81076217,1,0,3,44.50008322
78.75966713,0,0,0,384.1422621
53.8548772,0,0,1,388.2508694
-9.125737718,1,1,2,76.75722795
0.418887173,0,0,2,8.370129326
16.0744728,0,1,3,171.4662605
50.39031294,0,0,1,281.8355687
88.58136942,1,0,1,162.9051623
63.67231696,1,1,1,408.9457142
110.6498447,0,1,2,536.3465373
44.97668309,0,1,1,331.5996367
-13.57116315,0,1,2,159.7955919
47.56635196,1,1,1,321.121088
0.797647861,0,0,1,78.18145555
115.6457671,1,1,1,604.1001568
67.67861413,0,1,1,348.6362247
36.63505466,1,0,1,207.049825
13.80660901,0,1,3,66.69347087
46.43182902,1,0,1,316.0506585
119.9988664,1,1,0,629.0550475
36.78618803,0,1,0,209.6606233
89.00223159,0,0,1,364.6983763
66.93208811,0,0,2,149.0323047
51.96712437,1,1,0,237.8720161
15.92247573,0,1,2,189.6394416
13.42632908,0,1,2,24.53459229
13.91870808,0,0,1,-77.73062794
75.0951308,0,1,1,343.3804396
44.25550103,1,1,3,193.6893198
58.85213961,0,0,2,295.6423062
89.52119212,1,1,1,462.9920882
50.58808842,1,1,1,468.1939492
83.71390225,0,1,1,416.5158992
14.12488431,1,1,1,186.1946036
6.061282755,1,1,0,-49.19139366
96.97480724,0,0,3,380.7282051
99.24839665,1,0,3,334.3174544
13.62161856,1,0,2,167.0288147
40.54547658,0,0,2,113.0416353
49.99199367,1,1,0,366.5645105
41.78803818,1,1,1,331.0736897
44.40480817,1,1,1,277.9078606
69.78170506,1,1,1,464.5050407
41.81362185,1,1,0,272.5768809
5.856806427,0,0,1,90.59097368
-9.094669341,1,1,0,60.37965541
19.88021129,0,0,3,184.4048462
106.574709,1,1,1,535.653071
101.595906,0,0,2,594.2761258
66.65120876,0,1,1,360.6783559
11.48941262,0,1,0,139.0995793
-15.85501594,0,0,0,-162.8529024
-38.21862633,0,1,2,-90.96686026
35.86033219,1,1,1,61.49621455
71.19712497,1,1,3,369.8893127
157.6320866,1,1,1,877.417656
73.85379482,0,1,0,537.155613
59.71129387,0,1,2,276.4264002
7.490323024,1,0,0,270.2191994
14.53526008,1,1,1,103.9012153
49.2173656,1,1,0,226.8944407
24.11527828,1,1,1,121.3739143
57.99135744,0,1,3,175.311868
100.5460338,1,1,2,536.2472577
-9.675843384,0,0,1,-146.4013901
44.96874062,1,1,1,186.0729266
19.37409584,1,1,1,150.7240425
-4.778379183,0,0,2,-52.94448545
-19.13649068,0,0,0,-167.2947256
-10.77875454,0,0,2,133.1203658
110.221561,0,0,1,485.7837525
12.1134237,1,0,1,47.50561588
41.75712314,0,0,1,374.3088721
60.50870213,1,0,2,262.3819617
0.639078306,1,1,1,142.4003018
-15.57838577,0,0,1,-76.71731582
75.5145001,0,1,1,331.5772285
17.26449002,1,0,2,54.25067469
11.16448538,1,1,1,66.25509008
55.5553748,1,1,2,180.6379811
92.55399438,1,1,1,502.4126261
49.58850712,1,0,0,256.9007618
64.98520651,0,0,0,182.1607389
42.61280679,1,1,2,386.2584992
-15.95649071,0,1,1,87.25675475
-0.632313468,1,1,3,102.5949884
27.08569789,0,1,1,411.3168955
29.78622109,1,1,2,384.3715144
9.262207139,0,1,1,91.7723925
42.86694723,0,1,2,203.8006662
63.37991733,0,1,1,468.7733234
65.83307624,0,0,2,342.3512625
77.11141939,1,1,1,396.6233446
13.86983215,1,0,1,-3.706011356
1.172325527,1,0,0,7.573307397
54.5700992,1,0,1,11.07907613
47.70143937,1,1,2,504.8161126
25.8334046,1,1,1,185.3562703
64.4345408,0,1,1,326.0828252
-21.31265603,0,0,1,-27.00828619
93.60556085,1,1,1,726.1607076
28.48248946,1,1,2,207.6348941
51.41271539,1,0,1,154.3381119
3.822836077,0,1,2,159.7145199
-4.16562377,0,1,1,82.93891912
62.0747566,0,1,1,332.6399031
134.7185107,1,0,2,566.388758
43.16380298,0,0,2,109.0865793
67.71940732,1,1,2,421.1261959
-20.42260286,0,0,2,10.84458453
86.22079832,0,0,2,298.2594648
12.8293606,0,1,1,203.8031623
68.74486038,1,1,2,298.1344957
-31.68657732,0,0,1,-248.1555878
31.19153262,0,0,1,131.6582778
105.4933276,1,0,3,634.6529107
50.83773572,1,0,1,171.0326745
23.22323611,0,0,2,-85.09673427
53.69391844,1,1,1,214.4871834
80.65419223,1,0,1,437.0155764
71.30982315,1,0,1,439.1016891
36.21831048,0,1,1,278.3186631
23.63037314,0,0,1,168.9649644
85.60869617,1,1,0,424.2735863
14.89378899,0,1,1,247.3100319
81.00441448,0,1,2,413.1844992
117.303921,0,0,1,644.2551934
9.978701357,0,1,1,-48.53309556
35.45987659,1,1,3,168.4439418
17.47488443,1,1,1,348.8477559
-17.92252222,0,0,1,-160.401448
73.21995678,0,0,1,212.2633033
60.48687673,0,1,1,270.0205409
35.43834582,0,0,3,131.1807954
6.703106065,0,1,0,51.44756091
22.04684905,0,0,3,12.6167909
99.81278875,1,1,2,519.6762583
77.72755346,0,1,3,513.5040267
40.20753455,0,1,2,228.817196
-27.89740336,0,0,2,-171.6442308
41.35912364,0,1,0,445.7602927
18.12993716,0,0,2,84.16730795
101.8900444,0,0,3,276.3169671
67.69399993,1,0,1,325.0422061
49.52212761,1,0,0,252.7458396
20.57706513,1,1,2,267.5552877
145.8526788,0,0,3,789.0012444
14.40066413,1,0,3,91.44913677
14.68348272,1,1,1,152.0050254
65.90606632,1,1,1,280.5499952
50.52634681,1,1,1,151.1952688
49.00333411,0,0,1,205.7447089
-22.77207218,0,1,1,-98.91947776
3.79306399,0,0,1,-0.88336119
-5.700864459,1,0,1,-43.66078178
38.2604853,0,0,0,149.9786229
91.19793687,1,1,1,688.2291889
15.20701149,1,1,1,216.6198347
20.19431761,0,0,1,-18.04495146
45.62313654,1,1,2,300.4562887
42.13506672,0,1,3,177.8447505
36.45791606,0,1,2,295.9120413
70.6825041,0,1,0,258.622682
71.00577209,0,1,1,316.1526004
18.33398721,0,1,2,38.0970865
42.86825431,1,1,2,210.3425664
-7.297083102,1,1,2,47.42672434
47.49164809,1,0,3,256.9424506
26.34416484,0,1,0,169.236366
46.1438787,1,1,1,438.7690052
29.35101934,1,1,1,177.4976375
40.82382336,0,0,2,350.855037
15.40426909,0,1,1,209.2322565
